event_id,t_start,t_end,duration,n_cells,n_center,event_type,avg_score,is_spatial
0,0,0,1,1,69,spatial_sustained,0.6426,False
1,0,0,1,1,128,spatial_sustained,0.7514,False
2,0,0,1,1,352,spatial_sustained,0.6379,False
3,0,0,1,2,448,spatial_sustained,0.5947,True
4,0,0,1,1,551,spatial_sustained,0.8,False
5,0,0,1,1,766,spatial_sustained,0.6145,False
6,0,0,1,1,768,spatial_sustained,0.6038,False
7,0,0,1,1,864,spatial_sustained,0.5179,False
8,0,0,1,1,986,spatial_sustained,0.6195,False
9,0,0,1,1,1007,spatial_sustained,0.7939,False
10,0,0,1,1,1013,spatial_sustained,0.5717,False
11,1,1,1,1,112,spatial_sustained,0.7713,False
12,1,1,1,9,275,spatial_sustained,0.5994,True
13,1,1,1,2,442,spatial_sustained,0.6786,True
14,1,1,1,9,460,spatial_sustained,0.851,True
15,1,1,1,1,768,spatial_sustained,0.6178,False
16,1,1,1,1,869,spatial_sustained,0.8,False
17,1,1,1,1,925,spatial_sustained,0.6361,False
18,2,2,1,1,20,spatial_sustained,0.8,False
19,2,2,1,1,27,spatial_sustained,0.8,False
20,2,2,1,3,48,spatial_sustained,0.7692,True
21,2,2,1,1,111,spatial_sustained,0.5062,False
22,2,2,1,1,113,spatial_sustained,0.7626,False
23,2,2,1,1,148,spatial_sustained,0.6571,False
24,2,2,1,1,232,spatial_sustained,0.564,False
25,2,2,1,9,275,spatial_sustained,0.8417,True
26,2,2,1,1,255,spatial_sustained,0.5757,False
27,2,2,1,1,293,spatial_sustained,0.559,False
28,2,2,1,1,313,spatial_sustained,0.8531,False
29,2,2,1,1,321,spatial_sustained,0.5586,False
30,2,2,1,1,359,spatial_sustained,0.5746,False
31,2,2,1,4,451,spatial_sustained,0.6628,True
32,2,2,1,9,460,spatial_sustained,0.8605,True
33,2,2,1,1,548,spatial_sustained,0.5183,False
34,2,2,1,1,647,spatial_sustained,0.8561,False
35,2,2,1,1,722,spatial_sustained,0.8,False
36,2,2,1,1,768,spatial_sustained,0.7355,False
37,2,2,1,3,863,spatial_sustained,0.6296,True
38,2,2,1,1,990,spatial_sustained,0.5426,False
39,2,2,1,1,1020,spatial_sustained,0.5163,False
40,3,3,1,3,48,spatial_sustained,0.7475,True
41,3,3,1,1,58,spatial_sustained,0.5407,False
42,3,3,1,1,113,spatial_sustained,0.7251,False
43,3,3,1,2,215,spatial_sustained,0.6866,True
44,3,3,1,1,191,spatial_sustained,0.6568,False
45,3,3,1,1,232,spatial_sustained,0.5321,False
46,3,3,1,9,275,spatial_sustained,0.8228,True
47,3,3,1,1,313,spatial_sustained,0.9,False
48,3,3,1,1,416,spatial_sustained,0.8,False
49,3,3,1,9,460,spatial_sustained,0.8108,True
50,3,3,1,9,577,spatial_sustained,0.8544,True
51,3,3,1,1,586,spatial_sustained,0.8552,False
52,3,3,1,1,696,spatial_sustained,0.8538,False
53,3,3,1,1,766,spatial_sustained,0.63,False
54,3,3,1,1,768,spatial_sustained,0.686,False
55,3,3,1,1,808,spatial_sustained,0.8,False
56,3,3,1,1,858,spatial_sustained,0.7102,False
57,3,3,1,1,905,spatial_sustained,0.5603,False
58,4,4,1,1,3,spatial_sustained,0.6133,False
59,4,4,1,3,48,spatial_sustained,0.8158,True
60,4,4,1,1,63,spatial_sustained,0.8508,False
61,4,4,1,1,113,spatial_sustained,0.7743,False
62,4,4,1,1,150,spatial_sustained,0.8,False
63,4,4,1,2,223,spatial_sustained,0.5762,True
64,4,4,1,10,275,spatial_sustained,0.7933,True
65,4,4,1,1,318,spatial_sustained,0.8,False
66,4,4,1,1,332,spatial_sustained,0.631,False
67,4,4,1,2,417,spatial_sustained,0.5824,True
68,4,4,1,1,481,spatial_sustained,0.5211,False
69,4,4,1,9,577,spatial_sustained,0.9,True
70,4,4,1,1,551,spatial_sustained,0.5773,False
71,4,4,1,1,586,spatial_sustained,0.9,False
72,4,4,1,1,621,spatial_sustained,0.5055,False
73,4,4,1,1,639,spatial_sustained,0.6765,False
74,4,4,1,4,721,spatial_sustained,0.6314,True
75,4,4,1,1,696,spatial_sustained,0.9,False
76,4,4,1,1,717,spatial_sustained,0.7948,False
77,4,4,1,1,735,spatial_sustained,0.8,False
78,4,4,1,1,765,spatial_sustained,0.5719,False
79,4,4,1,1,768,spatial_sustained,0.6132,False
80,4,4,1,1,802,spatial_sustained,0.5428,False
81,4,4,1,1,817,spatial_sustained,0.5829,False
82,4,4,1,3,828,spatial_sustained,0.6002,True
83,4,4,1,1,921,spatial_sustained,0.6628,False
84,4,4,1,1,937,spatial_sustained,0.6059,False
85,4,4,1,1,995,spatial_sustained,0.5925,False
86,4,4,1,2,1000,spatial_sustained,0.6014,True
87,4,4,1,1,1004,spatial_sustained,0.5441,False
88,5,5,1,2,63,spatial_sustained,0.7017,True
89,5,5,1,5,49,spatial_sustained,0.7545,True
90,5,5,1,2,116,spatial_sustained,0.6985,True
91,5,5,1,1,113,spatial_sustained,0.778,False
92,5,5,1,1,121,spatial_sustained,0.54,False
93,5,5,1,1,131,spatial_sustained,0.5323,False
94,5,5,1,3,226,spatial_sustained,0.7428,True
95,5,5,1,1,240,spatial_sustained,0.6042,False
96,5,5,1,9,275,spatial_sustained,0.8294,True
97,5,5,1,1,254,spatial_sustained,0.8,False
98,5,5,1,2,451,spatial_sustained,0.5508,True
99,5,5,1,1,462,spatial_sustained,0.5091,False
100,5,5,1,13,562,spatial_sustained,0.6811,True
101,5,5,1,1,586,spatial_sustained,0.9,False
102,5,5,1,1,608,spatial_sustained,0.5193,False
103,5,5,1,1,696,spatial_sustained,0.9,False
104,5,5,1,1,707,spatial_sustained,0.8,False
105,5,5,1,1,768,spatial_sustained,0.8023,False
106,5,5,1,1,796,spatial_sustained,0.5048,False
107,5,5,1,1,861,spatial_sustained,0.6633,False
108,5,5,1,1,900,spatial_sustained,0.5199,False
109,5,5,1,1,905,spatial_sustained,0.542,False
110,5,5,1,1,907,spatial_sustained,0.563,False
111,5,5,1,1,951,spatial_sustained,0.6989,False
112,5,5,1,1,999,spatial_sustained,0.8,False
113,5,5,1,1,1010,spatial_sustained,0.532,False
114,5,5,1,1,1016,spatial_sustained,0.5252,False
115,6,6,1,1,23,spatial_sustained,0.5188,False
116,6,6,1,7,79,spatial_sustained,0.7951,True
117,6,6,1,1,63,spatial_sustained,0.8704,False
118,6,6,1,1,73,spatial_sustained,0.6606,False
119,6,6,1,2,166,spatial_sustained,0.5527,True
120,6,6,1,2,193,spatial_sustained,0.8,True
121,6,6,1,1,353,spatial_sustained,0.5194,False
122,6,6,1,1,444,spatial_sustained,0.6043,False
123,6,6,1,1,586,spatial_sustained,0.9,False
124,6,6,1,9,636,spatial_sustained,0.848,True
125,6,6,1,1,696,spatial_sustained,0.9,False
126,6,6,1,1,703,spatial_sustained,0.7748,False
127,6,6,1,2,765,spatial_sustained,0.5306,True
128,6,6,1,2,773,spatial_sustained,0.5896,True
129,6,6,1,1,768,spatial_sustained,0.799,False
130,6,6,1,1,860,spatial_sustained,0.8,False
131,6,6,1,4,899,spatial_sustained,0.5638,True
132,6,6,1,2,952,spatial_sustained,0.7589,True
133,6,6,1,1,929,spatial_sustained,0.5993,False
134,6,6,1,1,947,spatial_sustained,0.5579,False
135,6,6,1,1,991,spatial_sustained,0.5185,False
136,6,6,1,1,1015,spatial_sustained,0.7707,False
137,7,7,1,8,79,spatial_sustained,0.8382,True
138,7,7,1,1,43,spatial_sustained,0.8421,False
139,7,7,1,1,63,spatial_sustained,0.8673,False
140,7,7,1,1,220,spatial_sustained,0.5435,False
141,7,7,1,1,225,spatial_sustained,0.8,False
142,7,7,1,1,318,spatial_sustained,0.687,False
143,7,7,1,2,352,spatial_sustained,0.8,True
144,7,7,1,1,444,spatial_sustained,0.7184,False
145,7,7,1,1,559,spatial_sustained,0.5508,False
146,7,7,1,9,636,spatial_sustained,0.8929,True
147,7,7,1,1,696,spatial_sustained,0.8951,False
148,7,7,1,2,865,spatial_sustained,0.5513,True
149,7,7,1,1,960,spatial_sustained,0.7943,False
150,7,7,1,1,994,spatial_sustained,0.7799,False
151,7,7,1,2,1008,spatial_sustained,0.5515,True
152,7,7,1,2,1013,spatial_sustained,0.6115,True
153,7,7,1,1,1023,spatial_sustained,0.5326,False
154,8,8,1,9,79,spatial_sustained,0.8027,True
155,8,8,1,1,21,spatial_sustained,0.6206,False
156,8,8,1,1,23,spatial_sustained,0.5127,False
157,8,8,1,1,43,spatial_sustained,0.8814,False
158,8,8,1,1,63,spatial_sustained,0.874,False
159,8,8,1,1,225,spatial_sustained,0.5786,False
160,8,8,1,1,321,spatial_sustained,0.8,False
161,8,8,1,4,382,spatial_sustained,0.6599,True
162,8,8,1,1,696,spatial_sustained,0.8921,False
163,8,8,1,1,833,spatial_sustained,0.566,False
164,8,8,1,1,869,spatial_sustained,0.8,False
165,8,8,1,2,921,spatial_sustained,0.6536,True
166,9,9,1,1,3,spatial_sustained,0.5137,False
167,9,9,1,1,43,spatial_sustained,0.8757,False
168,9,9,1,8,81,spatial_sustained,0.8419,True
169,9,9,1,1,63,spatial_sustained,0.8791,False
170,9,9,1,1,84,spatial_sustained,0.8,False
171,9,9,1,1,225,spatial_sustained,0.5185,False
172,9,9,1,1,321,spatial_sustained,0.6635,False
173,9,9,1,1,451,spatial_sustained,0.7404,False
174,9,9,1,1,671,spatial_sustained,0.5372,False
175,9,9,1,1,736,spatial_sustained,0.5466,False
176,9,9,1,1,863,spatial_sustained,0.5062,False
177,9,9,1,1,929,spatial_sustained,0.5109,False
178,9,9,1,1,993,spatial_sustained,0.5062,False
179,10,10,1,1,43,spatial_sustained,0.8724,False
180,10,10,1,1,63,spatial_sustained,0.8807,False
181,10,10,1,9,119,spatial_sustained,0.8056,True
182,10,10,1,1,101,spatial_sustained,0.8,False
183,10,10,1,1,321,spatial_sustained,0.5433,False
184,10,10,1,2,414,spatial_sustained,0.6049,True
185,10,10,1,1,479,spatial_sustained,0.5532,False
186,10,10,1,1,888,spatial_sustained,0.6168,False
187,10,10,1,1,915,spatial_sustained,0.8713,False
188,10,10,1,1,1007,spatial_sustained,0.5581,False
189,11,11,1,1,63,spatial_sustained,0.884,False
190,11,11,1,9,119,spatial_sustained,0.8736,True
191,11,11,1,1,90,spatial_sustained,0.8457,False
192,11,11,1,9,158,spatial_sustained,0.8249,True
193,11,11,1,3,195,spatial_sustained,0.5876,True
194,11,11,1,1,176,spatial_sustained,0.5417,False
195,11,11,1,1,318,spatial_sustained,0.7636,False
196,11,11,1,1,670,spatial_sustained,0.5628,False
197,11,11,1,1,704,spatial_sustained,0.6304,False
198,11,11,1,1,892,spatial_sustained,0.7631,False
199,11,11,1,1,915,spatial_sustained,0.9,False
200,11,11,1,1,1006,spatial_sustained,0.7162,False
201,11,11,1,2,1017,spatial_sustained,0.6636,True
202,12,12,1,1,90,spatial_sustained,0.8932,False
203,12,12,1,1,104,spatial_sustained,0.5476,False
204,12,12,1,9,158,spatial_sustained,0.8794,True
205,12,12,1,3,176,spatial_sustained,0.5421,True
206,12,12,1,1,155,spatial_sustained,0.6221,False
207,12,12,1,1,444,spatial_sustained,0.8192,False
208,12,12,1,1,551,spatial_sustained,0.5336,False
209,12,12,1,1,810,spatial_sustained,0.5008,False
210,12,12,1,1,855,spatial_sustained,0.5922,False
211,12,12,1,1,864,spatial_sustained,0.5073,False
212,12,12,1,1,869,spatial_sustained,0.5649,False
213,12,12,1,1,915,spatial_sustained,0.9,False
214,12,12,1,2,944,spatial_sustained,0.6162,True
215,13,13,1,5,22,spatial_sustained,0.6812,True
216,13,13,1,1,32,spatial_sustained,0.5227,False
217,13,13,1,1,38,spatial_sustained,0.5299,False
218,13,13,1,1,90,spatial_sustained,0.8928,False
219,13,13,1,9,158,spatial_sustained,0.8545,True
220,13,13,1,2,177,spatial_sustained,0.619,True
221,13,13,1,1,442,spatial_sustained,0.6604,False
222,13,13,1,1,444,spatial_sustained,0.8547,False
223,13,13,1,2,449,spatial_sustained,0.5837,True
224,13,13,1,9,566,spatial_sustained,0.841,True
225,13,13,1,1,754,spatial_sustained,0.6664,False
226,13,13,1,1,808,spatial_sustained,0.7619,False
227,13,13,1,1,855,spatial_sustained,0.5326,False
228,13,13,1,1,890,spatial_sustained,0.5167,False
229,13,13,1,1,915,spatial_sustained,0.9,False
230,13,13,1,4,988,spatial_sustained,0.5868,True
231,13,13,1,1,993,spatial_sustained,0.5733,False
232,14,14,1,3,53,spatial_sustained,0.6126,True
233,14,14,1,1,64,spatial_sustained,0.8,False
234,14,14,1,1,80,spatial_sustained,0.8,False
235,14,14,1,1,90,spatial_sustained,0.8888,False
236,14,14,1,9,158,spatial_sustained,0.8572,True
237,14,14,1,2,177,spatial_sustained,0.7112,True
238,14,14,1,1,444,spatial_sustained,0.9,False
239,14,14,1,9,566,spatial_sustained,0.8826,True
240,14,14,1,9,609,spatial_sustained,0.8798,True
241,14,14,1,1,754,spatial_sustained,0.7247,False
242,14,14,1,1,880,spatial_sustained,0.5054,False
243,15,15,1,1,1,spatial_sustained,0.537,False
244,15,15,1,1,20,spatial_sustained,0.5504,False
245,15,15,1,1,65,spatial_sustained,0.5662,False
246,15,15,1,1,81,spatial_sustained,0.6618,False
247,15,15,1,3,176,spatial_sustained,0.6443,True
248,15,15,1,1,225,spatial_sustained,0.8,False
249,15,15,1,1,255,spatial_sustained,0.5962,False
250,15,15,1,2,414,spatial_sustained,0.6912,True
251,15,15,1,1,444,spatial_sustained,0.9,False
252,15,15,1,2,511,spatial_sustained,0.7729,True
253,15,15,1,9,601,spatial_sustained,0.8326,True
254,15,15,1,9,609,spatial_sustained,0.9,True
255,15,15,1,1,860,spatial_sustained,0.6301,False
256,15,15,1,1,920,spatial_sustained,0.5137,False
257,15,15,1,1,925,spatial_sustained,0.6594,False
258,15,15,1,1,993,spatial_sustained,0.5626,False
259,15,15,1,1,1014,spatial_sustained,0.5043,False
260,15,15,1,1,1017,spatial_sustained,0.5263,False
261,16,16,1,1,80,spatial_sustained,0.8,False
262,16,16,1,1,96,spatial_sustained,0.6601,False
263,16,16,1,3,163,spatial_sustained,0.6667,True
264,16,16,1,1,155,spatial_sustained,0.5949,False
265,16,16,1,1,176,spatial_sustained,0.6394,False
266,16,16,1,1,382,spatial_sustained,0.9,False
267,16,16,1,1,444,spatial_sustained,0.9,False
268,16,16,1,2,497,spatial_sustained,0.5815,True
269,16,16,1,1,552,spatial_sustained,0.5333,False
270,16,16,1,9,601,spatial_sustained,0.8654,True
271,16,16,1,9,609,spatial_sustained,0.9,True
272,16,16,1,1,621,spatial_sustained,0.8347,False
273,16,16,1,3,625,spatial_sustained,0.5187,True
274,16,16,1,4,703,spatial_sustained,0.8016,True
275,16,16,1,1,765,spatial_sustained,0.8843,False
276,16,16,1,1,856,spatial_sustained,0.637,False
277,16,16,1,1,949,spatial_sustained,0.6776,False
278,17,17,1,1,8,spatial_sustained,0.5633,False
279,17,17,1,1,20,spatial_sustained,0.8,False
280,17,17,1,1,176,spatial_sustained,0.6558,False
281,17,17,1,1,319,spatial_sustained,0.5748,False
282,17,17,1,1,444,spatial_sustained,0.8984,False
283,17,17,1,1,462,spatial_sustained,0.5286,False
284,17,17,1,21,608,spatial_sustained,0.8726,True
285,17,17,1,9,601,spatial_sustained,0.8688,True
286,17,17,1,1,621,spatial_sustained,0.8795,False
287,17,17,1,4,703,spatial_sustained,0.816,True
288,17,17,1,1,765,spatial_sustained,0.9,False
289,17,17,1,1,1003,spatial_sustained,0.5884,False
290,18,18,1,1,15,spatial_sustained,0.6869,False
291,18,18,1,1,20,spatial_sustained,0.7059,False
292,18,18,1,1,134,spatial_sustained,0.5147,False
293,18,18,1,1,136,spatial_sustained,0.8,False
294,18,18,1,1,155,spatial_sustained,0.6334,False
295,18,18,1,3,194,spatial_sustained,0.8,True
296,18,18,1,1,444,spatial_sustained,0.8417,False
297,18,18,1,9,527,spatial_sustained,0.8192,True
298,18,18,1,21,608,spatial_sustained,0.8956,True
299,18,18,1,9,601,spatial_sustained,0.8742,True
300,18,18,1,1,621,spatial_sustained,0.8872,False
301,18,18,1,2,768,spatial_sustained,0.6599,True
302,18,18,1,1,995,spatial_sustained,0.5448,False
303,18,18,1,1,1008,spatial_sustained,0.5719,False
304,19,19,1,1,0,spatial_sustained,0.5871,False
305,19,19,1,1,23,spatial_sustained,0.6086,False
306,19,19,1,9,76,spatial_sustained,0.8433,True
307,19,19,1,2,123,spatial_sustained,0.6345,True
308,19,19,1,2,181,spatial_sustained,0.5504,True
309,19,19,1,1,161,spatial_sustained,0.5297,False
310,19,19,1,1,416,spatial_sustained,0.579,False
311,19,19,1,9,527,spatial_sustained,0.8571,True
312,19,19,1,18,609,spatial_sustained,0.895,True
313,19,19,1,10,683,spatial_sustained,0.8457,True
314,19,19,1,1,892,spatial_sustained,0.5392,False
315,19,19,1,2,901,spatial_sustained,0.587,True
316,19,19,1,1,958,spatial_sustained,0.634,False
317,19,19,1,1,1023,spatial_sustained,0.8,False
318,20,20,1,1,20,spatial_sustained,0.5271,False
319,20,20,1,9,76,spatial_sustained,0.8982,True
320,20,20,1,1,104,spatial_sustained,0.5624,False
321,20,20,1,9,150,spatial_sustained,0.8447,True
322,20,20,1,1,191,spatial_sustained,0.5357,False
323,20,20,1,1,211,spatial_sustained,0.8372,False
324,20,20,1,1,321,spatial_sustained,0.5011,False
325,20,20,1,1,416,spatial_sustained,0.7432,False
326,20,20,1,18,496,spatial_sustained,0.8285,True
327,20,20,1,18,609,spatial_sustained,0.8908,True
328,20,20,1,10,683,spatial_sustained,0.8832,True
329,20,20,1,1,898,spatial_sustained,0.5353,False
330,20,20,1,1,994,spatial_sustained,0.5337,False
331,20,20,1,2,1007,spatial_sustained,0.6595,True
332,20,20,1,1,1023,spatial_sustained,0.8,False
333,21,21,1,1,16,spatial_sustained,0.7468,False
334,21,21,1,9,76,spatial_sustained,0.9,True
335,21,21,1,1,79,spatial_sustained,0.5352,False
336,21,21,1,10,150,spatial_sustained,0.857,True
337,21,21,1,1,101,spatial_sustained,0.8,False
338,21,21,1,1,211,spatial_sustained,0.8736,False
339,21,21,1,1,286,spatial_sustained,0.5484,False
340,21,21,1,1,309,spatial_sustained,0.9,False
341,21,21,1,16,495,spatial_sustained,0.8695,True
342,21,21,1,18,609,spatial_sustained,0.8991,True
343,21,21,1,9,683,spatial_sustained,0.8819,True
344,21,21,1,1,735,spatial_sustained,0.5625,False
345,21,21,1,1,808,spatial_sustained,0.5686,False
346,21,21,1,2,897,spatial_sustained,0.6,True
347,21,21,1,1,904,spatial_sustained,0.8,False
348,21,21,1,9,939,spatial_sustained,0.8297,True
349,21,21,1,1,944,spatial_sustained,0.5254,False
350,22,22,1,1,0,spatial_sustained,0.8,False
351,22,22,1,1,24,spatial_sustained,0.5098,False
352,22,22,1,1,30,spatial_sustained,0.6234,False
353,22,22,1,9,150,spatial_sustained,0.8905,True
354,22,22,1,1,160,spatial_sustained,0.5166,False
355,22,22,1,1,211,spatial_sustained,0.8744,False
356,22,22,1,1,225,spatial_sustained,0.8,False
357,22,22,1,1,309,spatial_sustained,0.9,False
358,22,22,1,1,318,spatial_sustained,0.5118,False
359,22,22,1,8,394,spatial_sustained,0.851,True
360,22,22,1,1,383,spatial_sustained,0.5755,False
361,22,22,1,2,451,spatial_sustained,0.5709,True
362,22,22,1,16,495,spatial_sustained,0.8578,True
363,22,22,1,18,609,spatial_sustained,0.8936,True
364,22,22,1,9,683,spatial_sustained,0.8818,True
365,22,22,1,1,756,spatial_sustained,0.7135,False
366,22,22,1,9,939,spatial_sustained,0.8427,True
367,22,22,1,1,1000,spatial_sustained,0.7442,False
368,23,23,1,1,26,spatial_sustained,0.8,False
369,23,23,1,9,150,spatial_sustained,0.8933,True
370,23,23,1,1,161,spatial_sustained,0.8,False
371,23,23,1,1,211,spatial_sustained,0.8787,False
372,23,23,1,1,288,spatial_sustained,0.5779,False
373,23,23,1,1,309,spatial_sustained,0.9,False
374,23,23,1,1,352,spatial_sustained,0.8,False
375,23,23,1,8,394,spatial_sustained,0.8842,True
376,23,23,1,16,495,spatial_sustained,0.8448,True
377,23,23,1,18,609,spatial_sustained,0.8801,True
378,23,23,1,15,715,spatial_sustained,0.8687,True
379,23,23,1,1,735,spatial_sustained,0.8,False
380,23,23,1,1,895,spatial_sustained,0.8,False
381,23,23,1,8,940,spatial_sustained,0.8625,True
382,24,24,1,2,4,spatial_sustained,0.675,True
383,24,24,1,1,8,spatial_sustained,0.5625,False
384,24,24,1,1,13,spatial_sustained,0.5413,False
385,24,24,1,4,52,spatial_sustained,0.5955,True
386,24,24,1,13,117,spatial_sustained,0.5729,True
387,24,24,1,1,27,spatial_sustained,0.8,False
388,24,24,1,1,42,spatial_sustained,0.5156,False
389,24,24,1,2,98,spatial_sustained,0.548,True
390,24,24,1,2,69,spatial_sustained,0.5885,True
391,24,24,1,4,137,spatial_sustained,0.5397,True
392,24,24,1,1,166,spatial_sustained,0.6255,False
393,24,24,1,1,211,spatial_sustained,0.8837,False
394,24,24,1,1,232,spatial_sustained,0.5227,False
395,24,24,1,15,388,spatial_sustained,0.5617,True
396,24,24,1,1,309,spatial_sustained,0.666,False
397,24,24,1,9,393,spatial_sustained,0.6174,True
398,24,24,1,1,383,spatial_sustained,0.6685,False
399,24,24,1,13,462,spatial_sustained,0.82,True
400,24,24,1,21,609,spatial_sustained,0.6241,True
401,24,24,1,2,616,spatial_sustained,0.5203,True
402,24,24,1,19,715,spatial_sustained,0.814,True
403,24,24,1,1,638,spatial_sustained,0.5064,False
404,24,24,1,1,657,spatial_sustained,0.5137,False
405,24,24,1,1,666,spatial_sustained,0.5769,False
406,24,24,1,4,703,spatial_sustained,0.6378,True
407,24,24,1,10,796,spatial_sustained,0.8139,True
408,24,24,1,5,838,spatial_sustained,0.5622,True
409,24,24,1,1,843,spatial_sustained,0.8,False
410,24,24,1,1,882,spatial_sustained,0.5491,False
411,24,24,1,1,902,spatial_sustained,0.5078,False
412,24,24,1,8,970,spatial_sustained,0.6618,True
413,24,24,1,1,924,spatial_sustained,0.5826,False
414,24,24,1,1,936,spatial_sustained,0.5544,False
415,24,24,1,1,947,spatial_sustained,0.5074,False
416,24,24,1,3,983,spatial_sustained,0.5166,True
417,24,24,1,1,954,spatial_sustained,0.5669,False
418,24,24,1,1,959,spatial_sustained,0.6199,False
419,24,24,1,1,977,spatial_sustained,0.5069,False
420,25,25,1,1,117,spatial_sustained,0.5075,False
421,25,25,1,5,181,spatial_sustained,0.6082,True
422,25,25,1,1,211,spatial_sustained,0.8923,False
423,25,25,1,1,223,spatial_sustained,0.6183,False
424,25,25,1,8,394,spatial_sustained,0.6034,True
425,25,25,1,13,462,spatial_sustained,0.8261,True
426,25,25,1,1,410,spatial_sustained,0.8,False
427,25,25,1,9,683,spatial_sustained,0.8961,True
428,25,25,1,9,796,spatial_sustained,0.8974,True
429,25,25,1,1,864,spatial_sustained,0.8539,False
430,26,26,1,1,17,spatial_sustained,0.8,False
431,26,26,1,1,96,spatial_sustained,0.5641,False
432,26,26,1,7,151,spatial_sustained,0.7504,True
433,26,26,1,10,463,spatial_sustained,0.8912,True
434,26,26,1,3,562,spatial_sustained,0.543,True
435,26,26,1,1,608,spatial_sustained,0.5803,False
436,26,26,1,9,683,spatial_sustained,0.8999,True
437,26,26,1,10,797,spatial_sustained,0.8457,True
438,26,26,1,8,803,spatial_sustained,0.7897,True
439,26,26,1,2,897,spatial_sustained,0.6354,True
440,26,26,1,1,871,spatial_sustained,0.545,False
441,26,26,1,1,1001,spatial_sustained,0.8,False
442,27,27,1,5,68,spatial_sustained,0.597,True
443,27,27,1,1,24,spatial_sustained,0.6673,False
444,27,27,1,8,98,spatial_sustained,0.6731,True
445,27,27,1,2,111,spatial_sustained,0.6667,True
446,27,27,1,2,117,spatial_sustained,0.6866,True
447,27,27,1,5,181,spatial_sustained,0.7942,True
448,27,27,1,1,155,spatial_sustained,0.6894,False
449,27,27,1,1,166,spatial_sustained,0.7931,False
450,27,27,1,1,268,spatial_sustained,0.5273,False
451,27,27,1,1,332,spatial_sustained,0.7364,False
452,27,27,1,2,416,spatial_sustained,0.6656,True
453,27,27,1,13,464,spatial_sustained,0.8294,True
454,27,27,1,1,410,spatial_sustained,0.5217,False
455,27,27,1,1,444,spatial_sustained,0.6198,False
456,27,27,1,1,608,spatial_sustained,0.6349,False
457,27,27,1,9,802,spatial_sustained,0.7341,True
458,27,27,1,9,796,spatial_sustained,0.8126,True
459,27,27,1,1,799,spatial_sustained,0.5481,False
460,27,27,1,1,838,spatial_sustained,0.5273,False
461,27,27,1,1,843,spatial_sustained,0.852,False
462,27,27,1,1,894,spatial_sustained,0.5929,False
463,27,27,1,1,995,spatial_sustained,0.5868,False
464,27,27,1,1,1011,spatial_sustained,0.8531,False
465,28,28,1,1,26,spatial_sustained,0.613,False
466,28,28,1,1,100,spatial_sustained,0.7352,False
467,28,28,1,1,128,spatial_sustained,0.5493,False
468,28,28,1,1,144,spatial_sustained,0.657,False
469,28,28,1,1,195,spatial_sustained,0.5807,False
470,28,28,1,3,231,spatial_sustained,0.6404,True
471,28,28,1,1,416,spatial_sustained,0.6561,False
472,28,28,1,2,426,spatial_sustained,0.6332,True
473,28,28,1,1,442,spatial_sustained,0.8,False
474,28,28,1,1,496,spatial_sustained,0.5748,False
475,28,28,1,2,574,spatial_sustained,0.5301,True
476,28,28,1,8,610,spatial_sustained,0.7977,True
477,28,28,1,1,754,spatial_sustained,0.5023,False
478,28,28,1,9,803,spatial_sustained,0.7587,True
479,28,28,1,1,843,spatial_sustained,0.9,False
480,28,28,1,1,897,spatial_sustained,0.5012,False
481,28,28,1,1,916,spatial_sustained,0.5246,False
482,28,28,1,1,934,spatial_sustained,0.5088,False
483,28,28,1,2,989,spatial_sustained,0.5484,True
484,28,28,1,1,999,spatial_sustained,0.6677,False
485,28,28,1,1,1011,spatial_sustained,0.9,False
486,28,28,1,1,1016,spatial_sustained,0.7924,False
487,28,28,1,1,1019,spatial_sustained,0.5267,False
488,29,29,1,1,72,spatial_sustained,0.5461,False
489,29,29,1,1,225,spatial_sustained,0.8,False
490,29,29,1,1,231,spatial_sustained,0.5081,False
491,29,29,1,1,430,spatial_sustained,0.6591,False
492,29,29,1,10,609,spatial_sustained,0.7733,True
493,29,29,1,3,561,spatial_sustained,0.7212,True
494,29,29,1,2,656,spatial_sustained,0.7595,True
495,29,29,1,1,670,spatial_sustained,0.5953,False
496,29,29,1,1,767,spatial_sustained,0.8,False
497,29,29,1,8,803,spatial_sustained,0.8231,True
498,29,29,1,9,825,spatial_sustained,0.7783,True
499,29,29,1,1,809,spatial_sustained,0.5074,False
500,29,29,1,1,843,spatial_sustained,0.9,False
501,29,29,1,6,918,spatial_sustained,0.6163,True
502,29,29,1,1,989,spatial_sustained,0.6574,False
503,29,29,1,1,997,spatial_sustained,0.8563,False
504,29,29,1,1,1011,spatial_sustained,0.9,False
505,29,29,1,1,1015,spatial_sustained,0.5256,False
506,30,30,1,1,15,spatial_sustained,0.8,False
507,30,30,1,1,30,spatial_sustained,0.5919,False
508,30,30,1,2,106,spatial_sustained,0.5401,True
509,30,30,1,1,108,spatial_sustained,0.5016,False
510,30,30,1,1,112,spatial_sustained,0.5333,False
511,30,30,1,1,240,spatial_sustained,0.56,False
512,30,30,1,1,353,spatial_sustained,0.6371,False
513,30,30,1,1,371,spatial_sustained,0.5827,False
514,30,30,1,1,382,spatial_sustained,0.6186,False
515,30,30,1,2,449,spatial_sustained,0.6432,True
516,30,30,1,1,433,spatial_sustained,0.5106,False
517,30,30,1,1,444,spatial_sustained,0.5326,False
518,30,30,1,1,495,spatial_sustained,0.5616,False
519,30,30,1,1,529,spatial_sustained,0.5019,False
