event_id,t_start,t_end,duration,n_cells,n_center,event_type,avg_score,is_spatial
1918,90,90,1,2,842,spatial_sustained,0.5354,True
1919,90,90,1,9,915,spatial_sustained,0.9364,True
1920,90,90,1,2,936,spatial_sustained,0.6399,True
1921,90,90,1,2,930,spatial_sustained,0.63,True
1922,90,90,1,1,955,spatial_sustained,0.5002,False
1923,90,90,1,1,1014,spatial_sustained,0.7196,False
1924,90,90,1,1,1020,spatial_sustained,0.5606,False
1925,91,91,1,1,15,spatial_sustained,0.846,False
1926,91,91,1,1,26,spatial_sustained,0.7412,False
1927,91,91,1,1,32,spatial_sustained,0.8177,False
1928,91,91,1,1,55,spatial_sustained,0.5408,False
1929,91,91,1,6,164,spatial_sustained,0.9852,True
1930,91,91,1,1,118,spatial_sustained,0.6309,False
1931,91,91,1,1,160,spatial_sustained,0.8713,False
1932,91,91,1,2,245,spatial_sustained,1.0,True
1933,91,91,1,1,258,spatial_sustained,0.5783,False
1934,91,91,1,1,353,spatial_sustained,0.8475,False
1935,91,91,1,1,445,spatial_sustained,0.5567,False
1936,91,91,1,1,561,spatial_sustained,0.9533,False
1937,91,91,1,1,764,spatial_sustained,0.9386,False
1938,91,91,1,1,888,spatial_sustained,0.5143,False
1939,91,91,1,1,903,spatial_sustained,0.6405,False
1940,92,92,1,1,16,spatial_sustained,0.8153,False
1941,92,92,1,3,55,spatial_sustained,0.6145,True
1942,92,92,1,1,79,spatial_sustained,0.6555,False
1943,92,92,1,1,91,spatial_sustained,0.5085,False
1944,92,92,1,8,133,spatial_sustained,0.9465,True
1945,92,92,1,1,150,spatial_sustained,0.5658,False
1946,92,92,1,2,191,spatial_sustained,0.6022,True
1947,92,92,1,1,212,spatial_sustained,1.0,False
1948,92,92,1,1,353,spatial_sustained,0.5055,False
1949,92,92,1,2,382,spatial_sustained,0.519,True
1950,92,92,1,1,451,spatial_sustained,0.6566,False
1951,92,92,1,1,552,spatial_sustained,0.6925,False
1952,92,92,1,1,561,spatial_sustained,0.9772,False
1953,92,92,1,2,767,spatial_sustained,0.8096,True
1954,92,92,1,1,804,spatial_sustained,0.8804,False
1955,92,92,1,1,808,spatial_sustained,0.5836,False
1956,92,92,1,1,880,spatial_sustained,0.5134,False
1957,92,92,1,2,920,spatial_sustained,0.6359,True
1958,92,92,1,3,895,spatial_sustained,0.644,True
1959,92,92,1,2,964,spatial_sustained,0.6,True
1960,93,93,1,1,15,spatial_sustained,0.8368,False
1961,93,93,1,5,60,spatial_sustained,0.7547,True
1962,93,93,1,9,132,spatial_sustained,0.9378,True
1963,93,93,1,1,223,spatial_sustained,0.5639,False
1964,93,93,1,1,226,spatial_sustained,0.6547,False
1965,93,93,1,1,352,spatial_sustained,0.5722,False
1966,93,93,1,1,412,spatial_sustained,0.5077,False
1967,93,93,1,1,430,spatial_sustained,0.8354,False
1968,93,93,1,1,561,spatial_sustained,0.9953,False
1969,93,93,1,9,708,spatial_sustained,0.8698,True
1970,93,93,1,2,734,spatial_sustained,0.6737,True
1971,93,93,1,1,754,spatial_sustained,0.5103,False
1972,93,93,1,1,804,spatial_sustained,0.9178,False
1973,93,93,1,1,860,spatial_sustained,0.6443,False
1974,93,93,1,1,987,spatial_sustained,0.5181,False
1975,93,93,1,2,1007,spatial_sustained,0.5054,True
1976,94,94,1,1,101,spatial_sustained,0.8077,False
1977,94,94,1,1,129,spatial_sustained,0.604,False
1978,94,94,1,1,136,spatial_sustained,0.5179,False
1979,94,94,1,17,202,spatial_sustained,0.8363,True
1980,94,94,1,3,193,spatial_sustained,0.7884,True
1981,94,94,1,1,430,spatial_sustained,0.9334,False
1982,94,94,1,1,561,spatial_sustained,0.9701,False
1983,94,94,1,9,708,spatial_sustained,0.9614,True
1984,94,94,1,1,704,spatial_sustained,0.6501,False
1985,94,94,1,1,767,spatial_sustained,0.5368,False
1986,94,94,1,1,804,spatial_sustained,0.9346,False
1987,94,94,1,1,831,spatial_sustained,0.6798,False
1988,94,94,1,1,927,spatial_sustained,0.6441,False
1989,94,94,1,1,1000,spatial_sustained,0.7483,False
1990,95,95,1,1,66,spatial_sustained,0.6446,False
1991,95,95,1,2,129,spatial_sustained,0.5944,True
1992,95,95,1,17,202,spatial_sustained,0.9036,True
1993,95,95,1,1,321,spatial_sustained,0.7492,False
1994,95,95,1,1,323,spatial_sustained,0.557,False
1995,95,95,1,2,419,spatial_sustained,0.5354,True
1996,95,95,1,1,389,spatial_sustained,0.5005,False
1997,95,95,1,1,561,spatial_sustained,0.936,False
1998,95,95,1,9,599,spatial_sustained,0.9148,True
1999,95,95,1,1,639,spatial_sustained,0.5095,False
2000,95,95,1,9,708,spatial_sustained,0.9837,True
2001,95,95,1,1,756,spatial_sustained,0.5109,False
2002,95,95,1,1,804,spatial_sustained,0.9283,False
2003,95,95,1,1,832,spatial_sustained,0.6949,False
2004,95,95,1,1,893,spatial_sustained,0.5342,False
2005,95,95,1,2,958,spatial_sustained,0.6719,True
2006,95,95,1,2,937,spatial_sustained,0.7311,True
2007,96,96,1,1,23,spatial_sustained,0.541,False
2008,96,96,1,1,27,spatial_sustained,0.8089,False
2009,96,96,1,1,95,spatial_sustained,0.5473,False
2010,96,96,1,17,202,spatial_sustained,0.6367,True
2011,96,96,1,1,166,spatial_sustained,0.509,False
2012,96,96,1,1,191,spatial_sustained,0.553,False
2013,96,96,1,1,255,spatial_sustained,0.6561,False
2014,96,96,1,1,417,spatial_sustained,0.5776,False
2015,96,96,1,9,470,spatial_sustained,0.9487,True
2016,96,96,1,1,451,spatial_sustained,0.6101,False
2017,96,96,1,1,561,spatial_sustained,0.7157,False
2018,96,96,1,9,599,spatial_sustained,0.9915,True
2019,96,96,1,1,672,spatial_sustained,0.5782,False
2020,96,96,1,1,804,spatial_sustained,0.6705,False
2021,96,96,1,1,932,spatial_sustained,0.5212,False
2022,96,96,1,1,1000,spatial_sustained,0.5584,False
2023,97,97,1,1,3,spatial_sustained,0.8199,False
2024,97,97,1,20,203,spatial_sustained,0.6568,True
2025,97,97,1,1,416,spatial_sustained,0.8481,False
2026,97,97,1,9,470,spatial_sustained,0.9971,True
2027,97,97,1,1,561,spatial_sustained,0.7098,False
2028,97,97,1,18,659,spatial_sustained,0.9675,True
2029,97,97,1,1,804,spatial_sustained,0.6453,False
2030,97,97,1,10,934,spatial_sustained,0.9163,True
2031,98,98,1,7,50,spatial_sustained,0.791,True
2032,98,98,1,1,38,spatial_sustained,0.5913,False
2033,98,98,1,1,129,spatial_sustained,0.5153,False
2034,98,98,1,1,192,spatial_sustained,0.8305,False
2035,98,98,1,12,233,spatial_sustained,0.8314,True
2036,98,98,1,1,288,spatial_sustained,0.8185,False
2037,98,98,1,1,334,spatial_sustained,0.5091,False
2038,98,98,1,9,470,spatial_sustained,0.981,True
2039,98,98,1,1,514,spatial_sustained,0.9552,False
2040,98,98,1,18,659,spatial_sustained,0.9783,True
2041,98,98,1,1,608,spatial_sustained,0.5202,False
2042,98,98,1,1,791,spatial_sustained,0.5172,False
2043,98,98,1,1,804,spatial_sustained,0.8722,False
2044,98,98,1,1,812,spatial_sustained,0.5416,False
2045,98,98,1,1,898,spatial_sustained,0.51,False
2046,98,98,1,9,933,spatial_sustained,0.982,True
2047,98,98,1,1,921,spatial_sustained,0.8971,False
2048,98,98,1,1,1009,spatial_sustained,0.5119,False
2049,98,98,1,1,1015,spatial_sustained,0.565,False
2050,98,98,1,1,1022,spatial_sustained,0.5169,False
2051,99,99,1,7,50,spatial_sustained,0.7789,True
2052,99,99,1,4,92,spatial_sustained,0.5195,True
2053,99,99,1,1,96,spatial_sustained,0.6004,False
2054,99,99,1,1,166,spatial_sustained,0.5935,False
2055,99,99,1,9,233,spatial_sustained,0.7456,True
2056,99,99,1,1,260,spatial_sustained,0.5235,False
2057,99,99,1,1,286,spatial_sustained,0.5342,False
2058,99,99,1,1,412,spatial_sustained,0.6299,False
2059,99,99,1,2,449,spatial_sustained,0.7502,True
2060,99,99,1,9,470,spatial_sustained,0.9522,True
2061,99,99,1,1,495,spatial_sustained,0.8177,False
2062,99,99,1,1,514,spatial_sustained,1.0,False
2063,99,99,1,1,559,spatial_sustained,0.6715,False
2064,99,99,1,18,659,spatial_sustained,0.9543,True
2065,99,99,1,1,579,spatial_sustained,0.5046,False
2066,99,99,1,1,708,spatial_sustained,0.7332,False
2067,99,99,1,1,804,spatial_sustained,0.8475,False
2068,99,99,1,1,838,spatial_sustained,0.5056,False
2069,99,99,1,1,921,spatial_sustained,0.9745,False
2070,99,99,1,1,933,spatial_sustained,0.5529,False
2071,99,99,1,1,981,spatial_sustained,0.5333,False
2072,99,99,1,1,983,spatial_sustained,0.5052,False
2073,99,99,1,1,988,spatial_sustained,0.5271,False
2074,99,99,1,1,1008,spatial_sustained,0.5436,False
2075,100,100,1,15,82,spatial_sustained,0.855,True
2076,100,100,1,1,118,spatial_sustained,0.5301,False
2077,100,100,1,1,160,spatial_sustained,0.5202,False
2078,100,100,1,9,212,spatial_sustained,0.9072,True
2079,100,100,1,9,233,spatial_sustained,0.7891,True
2080,100,100,1,3,350,spatial_sustained,0.7513,True
2081,100,100,1,9,407,spatial_sustained,0.8555,True
2082,100,100,1,2,416,spatial_sustained,0.7014,True
2083,100,100,1,3,452,spatial_sustained,0.5334,True
2084,100,100,1,1,491,spatial_sustained,0.8865,False
2085,100,100,1,1,514,spatial_sustained,1.0,False
2086,100,100,1,2,520,spatial_sustained,0.5687,True
2087,100,100,1,1,525,spatial_sustained,0.5065,False
2088,100,100,1,18,659,spatial_sustained,0.9545,True
2089,100,100,1,1,844,spatial_sustained,0.5334,False
2090,100,100,1,1,867,spatial_sustained,0.5352,False
2091,100,100,1,2,921,spatial_sustained,0.7926,True
2092,100,100,1,1,945,spatial_sustained,0.541,False
2093,100,100,1,1,957,spatial_sustained,0.536,False
2094,100,100,1,2,999,spatial_sustained,0.6124,True
2095,100,100,1,1,974,spatial_sustained,0.5841,False
2096,101,101,1,18,82,spatial_sustained,0.844,True
2097,101,101,1,2,53,spatial_sustained,0.5638,True
2098,101,101,1,1,29,spatial_sustained,0.5985,False
2099,101,101,1,1,41,spatial_sustained,0.5077,False
2100,101,101,1,1,88,spatial_sustained,0.5277,False
2101,101,101,1,4,129,spatial_sustained,0.8582,True
2102,101,101,1,9,212,spatial_sustained,0.9634,True
2103,101,101,1,5,259,spatial_sustained,0.6625,True
2104,101,101,1,1,236,spatial_sustained,0.5865,False
2105,101,101,1,1,319,spatial_sustained,0.5196,False
2106,101,101,1,1,356,spatial_sustained,0.5229,False
2107,101,101,1,9,407,spatial_sustained,0.8798,True
2108,101,101,1,1,383,spatial_sustained,0.8209,False
2109,101,101,1,2,448,spatial_sustained,0.7135,True
2110,101,101,1,1,491,spatial_sustained,0.9377,False
2111,101,101,1,21,625,spatial_sustained,0.8669,True
2112,101,101,1,1,514,spatial_sustained,1.0,False
2113,101,101,1,2,579,spatial_sustained,0.565,True
2114,101,101,1,9,747,spatial_sustained,0.8827,True
2115,101,101,1,1,732,spatial_sustained,0.503,False
2116,101,101,1,1,751,spatial_sustained,0.5053,False
2117,101,101,1,6,862,spatial_sustained,0.7019,True
2118,101,101,1,2,899,spatial_sustained,0.5565,True
2119,101,101,1,1,921,spatial_sustained,1.0,False
2120,101,101,1,1,989,spatial_sustained,0.5307,False
2121,101,101,1,1,994,spatial_sustained,0.5857,False
2122,102,102,1,27,117,spatial_sustained,0.8649,True
2123,102,102,1,1,30,spatial_sustained,0.7569,False
2124,102,102,1,1,66,spatial_sustained,0.8349,False
2125,102,102,1,1,69,spatial_sustained,0.5145,False
2126,102,102,1,3,129,spatial_sustained,0.6156,True
2127,102,102,1,1,184,spatial_sustained,0.8767,False
2128,102,102,1,3,350,spatial_sustained,0.706,True
2129,102,102,1,1,385,spatial_sustained,0.5994,False
2130,102,102,1,1,444,spatial_sustained,0.6324,False
2131,102,102,1,1,448,spatial_sustained,0.8181,False
2132,102,102,1,1,491,spatial_sustained,0.9348,False
2133,102,102,1,1,653,spatial_sustained,0.5128,False
2134,102,102,1,12,722,spatial_sustained,0.9107,True
2135,102,102,1,10,748,spatial_sustained,0.8882,True
2136,102,102,1,1,766,spatial_sustained,0.8076,False
2137,102,102,1,1,792,spatial_sustained,0.9447,False
2138,102,102,1,1,796,spatial_sustained,0.5376,False
2139,102,102,1,1,840,spatial_sustained,0.5555,False
2140,102,102,1,3,921,spatial_sustained,0.7539,True
2141,102,102,1,1,895,spatial_sustained,0.8246,False
2142,102,102,1,2,966,spatial_sustained,0.5572,True
2143,102,102,1,5,963,spatial_sustained,0.5966,True
2144,102,102,1,2,976,spatial_sustained,0.537,True
2145,102,102,1,3,979,spatial_sustained,0.5667,True
2146,102,102,1,1,991,spatial_sustained,0.6025,False
2147,103,103,1,1,15,spatial_sustained,0.5065,False
2148,103,103,1,1,27,spatial_sustained,0.8104,False
2149,103,103,1,8,113,spatial_sustained,0.8694,True
2150,103,103,1,10,212,spatial_sustained,0.9245,True
2151,103,103,1,1,161,spatial_sustained,0.8119,False
2152,103,103,1,1,166,spatial_sustained,0.5026,False
2153,103,103,1,1,184,spatial_sustained,0.9821,False
2154,103,103,1,1,351,spatial_sustained,0.5078,False
2155,103,103,1,1,491,spatial_sustained,0.9517,False
2156,103,103,1,2,552,spatial_sustained,0.7347,True
2157,103,103,1,1,566,spatial_sustained,0.5702,False
2158,103,103,1,1,639,spatial_sustained,0.8192,False
2159,103,103,1,9,692,spatial_sustained,0.998,True
2160,103,103,1,2,735,spatial_sustained,0.563,True
2161,103,103,1,1,707,spatial_sustained,0.5909,False
2162,103,103,1,1,792,spatial_sustained,0.9866,False
2163,103,103,1,1,813,spatial_sustained,0.5737,False
2164,103,103,1,1,834,spatial_sustained,0.5464,False
2165,103,103,1,4,919,spatial_sustained,0.8011,True
2166,103,103,1,3,936,spatial_sustained,0.7138,True
2167,103,103,1,1,912,spatial_sustained,0.5495,False
2168,103,103,1,3,933,spatial_sustained,0.6258,True
2169,103,103,1,1,948,spatial_sustained,0.6703,False
2170,103,103,1,2,991,spatial_sustained,0.6629,True
2171,103,103,1,1,960,spatial_sustained,0.8072,False
2172,103,103,1,1,999,spatial_sustained,0.512,False
2173,103,103,1,1,1011,spatial_sustained,0.611,False
2174,104,104,1,1,25,spatial_sustained,0.6573,False
2175,104,104,1,8,113,spatial_sustained,0.9038,True
2176,104,104,1,1,124,spatial_sustained,0.5114,False
2177,104,104,1,1,161,spatial_sustained,0.6034,False
2178,104,104,1,9,212,spatial_sustained,0.9976,True
2179,104,104,1,1,184,spatial_sustained,0.9998,False
2180,104,104,1,1,393,spatial_sustained,0.8787,False
2181,104,104,1,1,410,spatial_sustained,0.5339,False
2182,104,104,1,1,491,spatial_sustained,0.97,False
2183,104,104,1,1,552,spatial_sustained,0.86,False
2184,104,104,1,2,671,spatial_sustained,0.5872,True
2185,104,104,1,1,732,spatial_sustained,0.7948,False
2186,104,104,1,1,792,spatial_sustained,0.9834,False
2187,104,104,1,1,807,spatial_sustained,0.5085,False
2188,104,104,1,1,810,spatial_sustained,0.555,False
2189,104,104,1,2,921,spatial_sustained,0.8445,True
2190,104,104,1,3,956,spatial_sustained,0.5616,True
2191,105,105,1,3,160,spatial_sustained,0.7504,True
2192,105,105,1,9,212,spatial_sustained,0.9981,True
2193,105,105,1,1,184,spatial_sustained,1.0,False
2194,105,105,1,1,224,spatial_sustained,0.8537,False
2195,105,105,1,1,321,spatial_sustained,0.5845,False
2196,105,105,1,1,393,spatial_sustained,0.9675,False
2197,105,105,1,1,447,spatial_sustained,0.5143,False
2198,105,105,1,1,491,spatial_sustained,0.9758,False
2199,105,105,1,11,793,spatial_sustained,0.8799,True
2200,105,105,1,1,810,spatial_sustained,0.6395,False
2201,105,105,1,1,813,spatial_sustained,0.5735,False
2202,105,105,1,3,920,spatial_sustained,0.7743,True
2203,105,105,1,1,912,spatial_sustained,0.5425,False
2204,105,105,1,1,937,spatial_sustained,0.627,False
2205,105,105,1,1,957,spatial_sustained,0.5907,False
2206,105,105,1,1,1003,spatial_sustained,0.8296,False
2207,105,105,1,1,1010,spatial_sustained,0.5024,False
2208,106,106,1,1,12,spatial_sustained,0.5367,False
2209,106,106,1,1,77,spatial_sustained,0.7026,False
2210,106,106,1,2,160,spatial_sustained,0.7363,True
2211,106,106,1,3,163,spatial_sustained,0.689,True
2212,106,106,1,9,212,spatial_sustained,0.9982,True
2213,106,106,1,1,184,spatial_sustained,1.0,False
2214,106,106,1,1,224,spatial_sustained,0.9148,False
2215,106,106,1,1,351,spatial_sustained,0.5816,False
2216,106,106,1,1,393,spatial_sustained,0.9659,False
2217,106,106,1,9,577,spatial_sustained,0.9206,True
2218,106,106,1,1,552,spatial_sustained,0.8611,False
2219,106,106,1,1,708,spatial_sustained,0.5824,False
2220,106,106,1,1,725,spatial_sustained,0.515,False
2221,106,106,1,1,727,spatial_sustained,0.5295,False
2222,106,106,1,26,861,spatial_sustained,0.775,True
2223,106,106,1,2,734,spatial_sustained,0.6615,True
2224,106,106,1,1,737,spatial_sustained,0.561,False
2225,106,106,1,1,772,spatial_sustained,0.5583,False
2226,106,106,1,1,807,spatial_sustained,0.6793,False
2227,106,106,1,1,885,spatial_sustained,0.6078,False
2228,106,106,1,2,939,spatial_sustained,0.5523,True
2229,106,106,1,1,980,spatial_sustained,0.8929,False
2230,106,106,1,1,1005,spatial_sustained,0.5222,False
2231,107,107,1,1,66,spatial_sustained,0.5466,False
2232,107,107,1,1,100,spatial_sustained,0.5364,False
2233,107,107,1,3,129,spatial_sustained,0.5659,True
2234,107,107,1,2,166,spatial_sustained,0.5477,True
2235,107,107,1,9,212,spatial_sustained,0.9971,True
2236,107,107,1,1,184,spatial_sustained,0.5095,False
2237,107,107,1,1,224,spatial_sustained,0.9565,False
2238,107,107,1,1,258,spatial_sustained,0.5167,False
2239,107,107,1,1,287,spatial_sustained,0.5338,False
2240,107,107,1,1,410,spatial_sustained,0.5324,False
2241,107,107,1,12,577,spatial_sustained,0.8574,True
2242,107,107,1,1,529,spatial_sustained,0.5103,False
2243,107,107,1,1,552,spatial_sustained,0.7492,False
2244,107,107,1,1,653,spatial_sustained,0.5146,False
2245,107,107,1,1,670,spatial_sustained,0.5586,False
2246,107,107,1,1,722,spatial_sustained,0.7977,False
2247,107,107,1,9,794,spatial_sustained,0.9864,True
2248,107,107,1,1,812,spatial_sustained,0.5866,False
2249,107,107,1,3,899,spatial_sustained,0.5205,True
2250,107,107,1,2,907,spatial_sustained,0.5049,True
2251,107,107,1,5,945,spatial_sustained,0.5708,True
2252,107,107,1,2,980,spatial_sustained,0.7755,True
2253,107,107,1,1,960,spatial_sustained,0.6409,False
2254,107,107,1,1,985,spatial_sustained,0.5931,False
2255,108,108,1,2,28,spatial_sustained,0.8239,True
2256,108,108,1,1,155,spatial_sustained,0.6244,False
2257,108,108,1,1,160,spatial_sustained,0.9574,False
2258,108,108,1,3,195,spatial_sustained,0.6115,True
2259,108,108,1,1,166,spatial_sustained,0.5868,False
2260,108,108,1,2,225,spatial_sustained,0.8576,True
2261,108,108,1,9,301,spatial_sustained,0.8858,True
2262,108,108,1,1,505,spatial_sustained,0.5255,False
2263,108,108,1,1,508,spatial_sustained,0.511,False
2264,108,108,1,9,577,spatial_sustained,0.9539,True
2265,108,108,1,1,552,spatial_sustained,0.6003,False
2266,108,108,1,1,613,spatial_sustained,0.6872,False
2267,108,108,1,1,668,spatial_sustained,0.5147,False
2268,108,108,1,1,672,spatial_sustained,0.5987,False
2269,108,108,1,1,702,spatial_sustained,0.5373,False
2270,108,108,1,1,764,spatial_sustained,0.5572,False
2271,108,108,1,1,766,spatial_sustained,0.5067,False
2272,108,108,1,4,802,spatial_sustained,0.5804,True
2273,108,108,1,1,810,spatial_sustained,0.5676,False
2274,108,108,1,1,899,spatial_sustained,0.9644,False
2275,108,108,1,3,959,spatial_sustained,0.599,True
2276,108,108,1,1,980,spatial_sustained,0.9871,False
2277,108,108,1,1,999,spatial_sustained,0.5955,False
2278,108,108,1,1,1005,spatial_sustained,0.9057,False
2279,109,109,1,1,93,spatial_sustained,0.5736,False
2280,109,109,1,1,112,spatial_sustained,0.8166,False
2281,109,109,1,2,131,spatial_sustained,0.6478,True
2282,109,109,1,1,160,spatial_sustained,0.7953,False
2283,109,109,1,2,196,spatial_sustained,0.5917,True
2284,109,109,1,1,224,spatial_sustained,0.9668,False
2285,109,109,1,9,301,spatial_sustained,0.9827,True
2286,109,109,1,1,350,spatial_sustained,0.5557,False
2287,109,109,1,1,389,spatial_sustained,0.8922,False
2288,109,109,1,1,419,spatial_sustained,0.5062,False
2289,109,109,1,1,444,spatial_sustained,0.5201,False
2290,109,109,1,1,506,spatial_sustained,0.9106,False
2291,109,109,1,9,577,spatial_sustained,0.9621,True
2292,109,109,1,1,637,spatial_sustained,0.5065,False
2293,109,109,1,1,766,spatial_sustained,0.5886,False
2294,109,109,1,1,812,spatial_sustained,0.5022,False
2295,109,109,1,1,831,spatial_sustained,0.82,False
2296,109,109,1,9,892,spatial_sustained,0.8776,True
2297,109,109,1,1,887,spatial_sustained,0.5264,False
2298,109,109,1,1,897,spatial_sustained,0.5236,False
2299,109,109,1,1,899,spatial_sustained,1.0,False
2300,109,109,1,1,921,spatial_sustained,0.6319,False
2301,109,109,1,1,980,spatial_sustained,0.9828,False
2302,109,109,1,1,985,spatial_sustained,0.5245,False
2303,109,109,1,2,1006,spatial_sustained,0.7453,True
2304,110,110,1,2,27,spatial_sustained,0.7722,True
2305,110,110,1,7,131,spatial_sustained,0.6029,True
2306,110,110,1,1,160,spatial_sustained,0.8733,False
2307,110,110,1,2,225,spatial_sustained,0.8269,True
2308,110,110,1,9,301,spatial_sustained,0.9815,True
2309,110,110,1,1,298,spatial_sustained,0.9429,False
2310,110,110,1,1,389,spatial_sustained,0.9613,False
2311,110,110,1,1,412,spatial_sustained,0.6094,False
2312,110,110,1,1,460,spatial_sustained,0.5809,False
2313,110,110,1,1,506,spatial_sustained,0.9353,False
2314,110,110,1,9,577,spatial_sustained,0.9645,True
2315,110,110,1,3,734,spatial_sustained,0.7406,True
2316,110,110,1,9,892,spatial_sustained,0.948,True
2317,110,110,1,2,919,spatial_sustained,0.587,True
2318,110,110,1,1,899,spatial_sustained,1.0,False
2319,110,110,1,2,936,spatial_sustained,0.6524,True
2320,110,110,1,1,980,spatial_sustained,0.9816,False
2321,110,110,1,1,991,spatial_sustained,0.5288,False
2322,111,111,1,8,131,spatial_sustained,0.9296,True
2323,111,111,1,1,113,spatial_sustained,0.5134,False
2324,111,111,1,1,160,spatial_sustained,0.859,False
2325,111,111,1,1,224,spatial_sustained,0.9899,False
2326,111,111,1,9,301,spatial_sustained,0.9814,True
2327,111,111,1,1,298,spatial_sustained,0.9583,False
2328,111,111,1,1,389,spatial_sustained,0.97,False
2329,111,111,1,1,442,spatial_sustained,0.5842,False
2330,111,111,1,1,495,spatial_sustained,0.8169,False
2331,111,111,1,10,569,spatial_sustained,0.8969,True
2332,111,111,1,1,511,spatial_sustained,0.81,False
2333,111,111,1,1,583,spatial_sustained,0.8916,False
2334,111,111,1,1,767,spatial_sustained,0.819,False
2335,111,111,1,1,825,spatial_sustained,0.5438,False
2336,111,111,1,1,832,spatial_sustained,0.6953,False
2337,111,111,1,9,892,spatial_sustained,0.8119,True
2338,111,111,1,6,931,spatial_sustained,0.8694,True
2339,111,111,1,2,908,spatial_sustained,0.5513,True
2340,111,111,1,2,913,spatial_sustained,0.7294,True
2341,111,111,1,1,980,spatial_sustained,0.9817,False
2342,111,111,1,1,990,spatial_sustained,0.5059,False
2343,112,112,1,1,5,spatial_sustained,0.5012,False
2344,112,112,1,1,16,spatial_sustained,0.815,False
2345,112,112,1,8,131,spatial_sustained,0.98,True
2346,112,112,1,1,134,spatial_sustained,0.5491,False
2347,112,112,1,2,176,spatial_sustained,0.539,True
2348,112,112,1,1,160,spatial_sustained,0.9519,False
2349,112,112,1,1,224,spatial_sustained,1.0,False
2350,112,112,1,10,317,spatial_sustained,0.882,True
2351,112,112,1,1,298,spatial_sustained,0.9467,False
2352,112,112,1,1,389,spatial_sustained,0.9714,False
2353,112,112,1,10,569,spatial_sustained,0.9749,True
2354,112,112,1,1,544,spatial_sustained,0.6249,False
2355,112,112,1,1,583,spatial_sustained,0.9797,False
2356,112,112,1,1,625,spatial_sustained,0.5741,False
2357,112,112,1,2,745,spatial_sustained,0.5146,True
2358,112,112,1,1,753,spatial_sustained,0.5664,False
2359,112,112,1,9,892,spatial_sustained,0.8629,True
2360,112,112,1,3,912,spatial_sustained,0.7329,True
2361,112,112,1,7,931,spatial_sustained,0.8664,True
2362,112,112,1,2,936,spatial_sustained,0.5998,True
2363,112,112,1,3,980,spatial_sustained,0.7388,True
2364,112,112,1,1,959,spatial_sustained,0.575,False
2365,112,112,1,1,1003,spatial_sustained,0.5921,False
2366,113,113,1,1,23,spatial_sustained,0.549,False
2367,113,113,1,1,80,spatial_sustained,0.6786,False
2368,113,113,1,8,131,spatial_sustained,0.9831,True
2369,113,113,1,1,136,spatial_sustained,0.6713,False
2370,113,113,1,9,171,spatial_sustained,0.9648,True
2371,113,113,1,1,232,spatial_sustained,0.532,False
2372,113,113,1,9,316,spatial_sustained,0.9338,True
2373,113,113,1,1,298,spatial_sustained,0.9567,False
2374,113,113,1,1,389,spatial_sustained,0.9732,False
2375,113,113,1,1,419,spatial_sustained,0.5467,False
2376,113,113,1,1,425,spatial_sustained,0.6201,False
2377,113,113,1,10,569,spatial_sustained,0.9786,True
2378,113,113,1,2,561,spatial_sustained,0.5993,True
2379,113,113,1,1,583,spatial_sustained,0.9848,False
2380,113,113,1,1,621,spatial_sustained,0.6461,False
2381,113,113,1,9,697,spatial_sustained,0.8997,True
2382,113,113,1,1,668,spatial_sustained,0.5366,False
2383,113,113,1,1,681,spatial_sustained,0.5236,False
2384,113,113,1,1,734,spatial_sustained,0.8175,False
2385,113,113,1,1,752,spatial_sustained,0.6239,False
2386,113,113,1,11,893,spatial_sustained,0.7807,True
2387,113,113,1,8,930,spatial_sustained,0.8137,True
2388,113,113,1,4,913,spatial_sustained,0.7424,True
2389,113,113,1,1,980,spatial_sustained,0.5813,False
2390,114,114,1,1,38,spatial_sustained,0.8195,False
2391,114,114,1,9,116,spatial_sustained,0.8679,True
2392,114,114,1,13,132,spatial_sustained,0.8899,True
2393,114,114,1,9,171,spatial_sustained,0.9928,True
2394,114,114,1,1,155,spatial_sustained,0.6417,False
2395,114,114,1,9,316,spatial_sustained,0.9331,True
2396,114,114,1,1,359,spatial_sustained,0.5474,False
2397,114,114,1,1,389,spatial_sustained,0.9744,False
2398,114,114,1,1,416,spatial_sustained,0.5025,False
2399,114,114,1,1,433,spatial_sustained,0.5222,False
2400,114,114,1,1,442,spatial_sustained,0.8174,False
2401,114,114,1,1,471,spatial_sustained,0.503,False
2402,114,114,1,1,506,spatial_sustained,0.9233,False
2403,114,114,1,1,567,spatial_sustained,0.5222,False
2404,114,114,1,1,583,spatial_sustained,0.988,False
2405,114,114,1,1,657,spatial_sustained,0.5363,False
2406,114,114,1,9,697,spatial_sustained,0.9607,True
2407,114,114,1,8,931,spatial_sustained,0.8267,True
2408,114,114,1,1,904,spatial_sustained,0.6175,False
2409,114,114,1,1,912,spatial_sustained,0.9959,False
2410,114,114,1,1,955,spatial_sustained,0.5094,False
2411,114,114,1,1,1010,spatial_sustained,0.5002,False
2412,114,114,1,2,1017,spatial_sustained,0.5416,True
2413,115,115,1,1,15,spatial_sustained,0.834,False
2414,115,115,1,1,30,spatial_sustained,0.6753,False
2415,115,115,1,9,116,spatial_sustained,0.9542,True
2416,115,115,1,9,131,spatial_sustained,0.9383,True
2417,115,115,1,9,171,spatial_sustained,0.9917,True
